Temp,L1_Dx,L1_Dy,L1_Tx,L1_Ty,L2_Dx,L2_Dy,L2_Tx,L2_Ty,L3_Dx,L3_Dy,L3_Tx,L3_Ty,RMS_Spot
55.2913691071535,-0.16119643658590077,-0.19125379647222354,0.6377880292593949,-0.40947686157740626,0.11010150151638459,-0.07092926867856986,-0.2634593859380099,-0.408802327298482,0.061291421904768106,-0.022882871928590454,-0.9792131995892135,-0.1856305660910862,34.6259139
-1.236637968475364,0.0023166679056995376,0.1440919409184106,-0.2969102984595793,0.8707434698093544,-0.061335464333547945,0.18522653107644277,0.5743563767047353,-0.6133877235975889,0.08080368940444094,-0.05430065208096374,-0.2097173040200453,-0.3410756916495883,28.9146084
-9.10159427004401,-0.1556481256816551,0.07538116907359466,0.7967331198992025,0.6248562918886664,-0.050773232807749896,0.14764885157063407,-0.031550106601696326,0.48358527967181364,-0.18754686843311377,0.05357702557746746,-0.985002285929292,0.20247567690339374,33.4532372
38.112222984440805,0.018953300198297607,0.018829516070490854,0.6956310187736523,-0.6577378875465199,-0.10691272681697615,-0.02376027974078418,-0.32400275950693325,0.6006375071653247,-0.0673755495265794,0.04015409131311709,0.8593788709866674,0.415007659642729,51.6422821
11.258893751533044,-0.03936707498115269,0.07287116615254352,-0.07786439861599614,0.9105008112128445,-0.062224820067908665,0.08510234378395398,-0.05531892847328468,-0.036405082967260194,-0.026353519341696913,-0.15398542476875537,-0.13380252665008152,0.3378167589921919,24.7992972
-27.74820902545853,-0.03918219287636396,-0.19082944179309963,0.8095680977562418,0.7393651804164629,-0.08770843640733142,0.06573127262573819,0.8309577098581729,-0.5587720025551113,-0.12176575770411815,-0.09422764645152189,-0.8435036834930134,0.15063158604432947,66.9496586
-29.188316223292397,-0.18143272344971645,-0.11566169177475367,-0.7312321916753757,0.6493478757204993,0.15911908909593192,-0.11905740547043497,0.9615430646587082,0.07040252682516734,-0.1986257997178592,-0.0992908573819587,0.10613709550302253,0.4493033878831776,51.5401168
67.5431834644413,0.19964682148268903,-0.13102161589357708,-0.4574831797606642,-0.5863605103998102,-0.1502240499583034,0.0061645162152509925,-0.4858056205077508,-0.7714854749701121,-0.14039979873366928,0.0323068241088969,-0.4978764181605184,-0.09482692858494213,15.9784129
24.39100394803431,-0.038903547639637714,0.1638870433294457,0.52305732942259,0.7743387960379884,-0.0015832946820990013,0.13657770249617268,-0.6285533708638527,-0.9238747342933933,0.18293148482989902,0.06046584517146869,-0.4192215038033258,0.3044150172572866,21.5439668
68.5060548410469,0.18601035778132652,-0.12860883805554213,0.17064178952023457,0.41172443953382887,-0.037426519587132695,0.04251182221929867,0.8736846267418177,0.10798194938943495,0.006659803656295399,-0.18621300421352843,-0.8356895760645775,-0.9076491231670887,78.8257435
40.356453814223244,-0.07830294019520695,-0.03338968422072627,-0.4058842963568383,0.9723575339143196,-0.009007371337082931,0.18933109324777714,0.7996197276523747,-0.6694015775502764,-0.16815658638061448,0.0004031493096440797,-0.6593648941583794,-0.6481796240863191,45.2314242
73.55494429627706,0.007779141548022006,0.07347930325754404,0.5071708427011394,-0.5134810750923235,-0.007143787657125422,-0.1811987227940191,0.041772680290484976,0.6526037848001542,0.07470397875834939,-0.06534483346306427,0.5812689034887553,0.010524525296909504,18.6867549
47.02359882917706,-0.03673696221177872,-0.028404497174912724,0.12242726408105264,-0.26762051836492007,-0.1481013016663754,0.10405519370774974,0.97809250151993,-0.5604417642547999,-0.09553358165695616,0.054395601713285946,-0.16864878433751174,0.11386664871952235,28.0239989
22.786911185683763,-0.10605069605140689,0.06637330230005001,-0.36241882355690747,0.10589935561846398,0.16688957128655207,0.14204555549996462,-0.30881568961711814,0.3448071610403227,0.08579432797629816,0.09343557536614272,0.23674296660818683,0.5644937379960966,35.2395364
10.785769283027818,-0.11081240567980255,-0.17460417923422986,0.602020003211388,0.5099493106314044,-0.0982199314283832,-0.10722126498852935,-0.9757297792234274,0.8831543549478316,0.14201838018197327,0.16763811468777828,0.8410976833963593,0.7186410446813025,81.2014662
